"","año","mes","fecha","ciudad","temperatura"
"2006",1997,"APR","1997/4/1","Barranquilla",27.7
"2007",1998,"APR","1998/4/1","Barranquilla",28.9
"2008",1999,"APR","1999/4/1","Barranquilla",28
"2009",2000,"APR","2000/4/1","Barranquilla",27.6
"2010",2001,"APR","2001/4/1","Barranquilla",27.3
"2011",2002,"APR","2002/4/1","Barranquilla",28.7
"2012",2003,"APR","2003/4/1","Barranquilla",28.6
"2013",2004,"APR","2004/4/1","Barranquilla",28.2
"2014",2005,"APR","2005/4/1","Barranquilla",29.1
"2015",2006,"APR","2006/4/1","Barranquilla",28.3
"2016",2007,"APR","2007/4/1","Barranquilla",28.3
"2017",2008,"APR","2008/4/1","Barranquilla",27.8
"2018",2009,"APR","2009/4/1","Barranquilla",27.4
"2019",2010,"APR","2010/4/1","Barranquilla",29.2
"2020",2011,"APR","2011/4/1","Barranquilla",27.8
"2021",2012,"APR","2012/4/1","Barranquilla",27.8
"2022",2013,"APR","2013/4/1","Barranquilla",28.6
"2023",2014,"APR","2014/4/1","Barranquilla",28.2
"2024",2015,"APR","2015/4/1","Barranquilla",NA
"2025",1966,"MAY","1966/5/1","Barranquilla",NA
"2026",1967,"MAY","1967/5/1","Barranquilla",27.7
"2027",1968,"MAY","1968/5/1","Barranquilla",27.5
"2028",1969,"MAY","1969/5/1","Barranquilla",29.2
"2029",1970,"MAY","1970/5/1","Barranquilla",27.6
"2030",1971,"MAY","1971/5/1","Barranquilla",NA
"2031",1972,"MAY","1972/5/1","Barranquilla",NA
"2032",1973,"MAY","1973/5/1","Barranquilla",NA
"2033",1974,"MAY","1974/5/1","Barranquilla",NA
"2034",1975,"MAY","1975/5/1","Barranquilla",NA
"2035",1976,"MAY","1976/5/1","Barranquilla",28
"2036",1977,"MAY","1977/5/1","Barranquilla",27.9
"2037",1978,"MAY","1978/5/1","Barranquilla",28
"2038",1979,"MAY","1979/5/1","Barranquilla",28.5
"2039",1980,"MAY","1980/5/1","Barranquilla",28.9
"2040",1981,"MAY","1981/5/1","Barranquilla",27.7
"2041",1982,"MAY","1982/5/1","Barranquilla",28.1
"2042",1983,"MAY","1983/5/1","Barranquilla",29
"2043",1984,"MAY","1984/5/1","Barranquilla",28.1
"2044",1985,"MAY","1985/5/1","Barranquilla",28.2
"2045",1986,"MAY","1986/5/1","Barranquilla",28.4
"2046",1987,"MAY","1987/5/1","Barranquilla",28.4
"2047",1988,"MAY","1988/5/1","Barranquilla",28.8
"2048",1989,"MAY","1989/5/1","Barranquilla",28.6
"2049",1990,"MAY","1990/5/1","Barranquilla",28.8
"2050",1991,"MAY","1991/5/1","Barranquilla",28.2
"2051",1992,"MAY","1992/5/1","Barranquilla",28.9
"2052",1993,"MAY","1993/5/1","Barranquilla",28.4
"2053",1994,"MAY","1994/5/1","Barranquilla",28.5
"2054",1995,"MAY","1995/5/1","Barranquilla",28.8
"2055",1996,"MAY","1996/5/1","Barranquilla",28.1
"2056",1997,"MAY","1997/5/1","Barranquilla",28.8
"2057",1998,"MAY","1998/5/1","Barranquilla",29.1
"2058",1999,"MAY","1999/5/1","Barranquilla",28.3
"2059",2000,"MAY","2000/5/1","Barranquilla",28.3
"2060",2001,"MAY","2001/5/1","Barranquilla",28
"2061",2002,"MAY","2002/5/1","Barranquilla",29.2
"2062",2003,"MAY","2003/5/1","Barranquilla",29.2
"2063",2004,"MAY","2004/5/1","Barranquilla",28.4
"2064",2005,"MAY","2005/5/1","Barranquilla",28.8
"2065",2006,"MAY","2006/5/1","Barranquilla",28.8
"2066",2007,"MAY","2007/5/1","Barranquilla",28.1
"2067",2008,"MAY","2008/5/1","Barranquilla",28.2
"2068",2009,"MAY","2009/5/1","Barranquilla",27.9
"2069",2010,"MAY","2010/5/1","Barranquilla",29.1
"2070",2011,"MAY","2011/5/1","Barranquilla",27.6
"2071",2012,"MAY","2012/5/1","Barranquilla",28.4
"2072",2013,"MAY","2013/5/1","Barranquilla",28.4
"2073",2014,"MAY","2014/5/1","Barranquilla",28.6
"2074",2015,"MAY","2015/5/1","Barranquilla",NA
"2075",1966,"JUN","1966/6/1","Barranquilla",NA
"2076",1967,"JUN","1967/6/1","Barranquilla",27.3
"2077",1968,"JUN","1968/6/1","Barranquilla",27.3
"2078",1969,"JUN","1969/6/1","Barranquilla",28.5
"2079",1970,"JUN","1970/6/1","Barranquilla",28.5
"2080",1971,"JUN","1971/6/1","Barranquilla",NA
"2081",1972,"JUN","1972/6/1","Barranquilla",NA
"2082",1973,"JUN","1973/6/1","Barranquilla",NA
"2083",1974,"JUN","1974/6/1","Barranquilla",NA
"2084",1975,"JUN","1975/6/1","Barranquilla",NA
"2085",1976,"JUN","1976/6/1","Barranquilla",27.7
"2086",1977,"JUN","1977/6/1","Barranquilla",28
"2087",1978,"JUN","1978/6/1","Barranquilla",28.1
"2088",1979,"JUN","1979/6/1","Barranquilla",28.1
"2089",1980,"JUN","1980/6/1","Barranquilla",28.6
"2090",1981,"JUN","1981/6/1","Barranquilla",27.9
"2091",1982,"JUN","1982/6/1","Barranquilla",28.1
"2092",1983,"JUN","1983/6/1","Barranquilla",29.1
"2093",1984,"JUN","1984/6/1","Barranquilla",28.2
"2094",1985,"JUN","1985/6/1","Barranquilla",28.2
"2095",1986,"JUN","1986/6/1","Barranquilla",28.2
"2096",1987,"JUN","1987/6/1","Barranquilla",29.4
"2097",1988,"JUN","1988/6/1","Barranquilla",28.1
"2098",1989,"JUN","1989/6/1","Barranquilla",28.1
"2099",1990,"JUN","1990/6/1","Barranquilla",29.3
"2100",1991,"JUN","1991/6/1","Barranquilla",28.7
"2101",1992,"JUN","1992/6/1","Barranquilla",29.2
"2102",1993,"JUN","1993/6/1","Barranquilla",29
"2103",1994,"JUN","1994/6/1","Barranquilla",28.7
"2104",1995,"JUN","1995/6/1","Barranquilla",28.5
"2105",1996,"JUN","1996/6/1","Barranquilla",28.3
"2106",1997,"JUN","1997/6/1","Barranquilla",28.7
"2107",1998,"JUN","1998/6/1","Barranquilla",28.6
"2108",1999,"JUN","1999/6/1","Barranquilla",28
"2109",2000,"JUN","2000/6/1","Barranquilla",NA
"2110",2001,"JUN","2001/6/1","Barranquilla",27.9
"2111",2002,"JUN","2002/6/1","Barranquilla",28.8
"2112",2003,"JUN","2003/6/1","Barranquilla",29.7
"2113",2004,"JUN","2004/6/1","Barranquilla",28.9
"2114",2005,"JUN","2005/6/1","Barranquilla",28.6
"2115",2006,"JUN","2006/6/1","Barranquilla",28.5
"2116",2007,"JUN","2007/6/1","Barranquilla",28.8
"2117",2008,"JUN","2008/6/1","Barranquilla",28.2
"2118",2009,"JUN","2009/6/1","Barranquilla",27.8
"2119",2010,"JUN","2010/6/1","Barranquilla",28.3
"2120",2011,"JUN","2011/6/1","Barranquilla",28.2
"2121",2012,"JUN","2012/6/1","Barranquilla",28.5
"2122",2013,"JUN","2013/6/1","Barranquilla",28.4
"2123",2014,"JUN","2014/6/1","Barranquilla",29
"2124",2015,"JUN","2015/6/1","Barranquilla",NA
"2125",1966,"JUL","1966/7/1","Barranquilla",28
"2126",1967,"JUL","1967/7/1","Barranquilla",27.5
"2127",1968,"JUL","1968/7/1","Barranquilla",27.8
"2128",1969,"JUL","1969/7/1","Barranquilla",28.6
"2129",1970,"JUL","1970/7/1","Barranquilla",27.7
"2130",1971,"JUL","1971/7/1","Barranquilla",NA
"2131",1972,"JUL","1972/7/1","Barranquilla",NA
"2132",1973,"JUL","1973/7/1","Barranquilla",NA
"2133",1974,"JUL","1974/7/1","Barranquilla",NA
"2134",1975,"JUL","1975/7/1","Barranquilla",NA
"2135",1976,"JUL","1976/7/1","Barranquilla",28
"2136",1977,"JUL","1977/7/1","Barranquilla",27.9
"2137",1978,"JUL","1978/7/1","Barranquilla",28.1
"2138",1979,"JUL","1979/7/1","Barranquilla",28.4
"2139",1980,"JUL","1980/7/1","Barranquilla",28.4
"2140",1981,"JUL","1981/7/1","Barranquilla",28.3
"2141",1982,"JUL","1982/7/1","Barranquilla",27.9
"2142",1983,"JUL","1983/7/1","Barranquilla",28.7
"2143",1984,"JUL","1984/7/1","Barranquilla",27.3
"2144",1985,"JUL","1985/7/1","Barranquilla",28.3
"2145",1986,"JUL","1986/7/1","Barranquilla",28.5
"2146",1987,"JUL","1987/7/1","Barranquilla",28.2
"2147",1988,"JUL","1988/7/1","Barranquilla",28.2
"2148",1989,"JUL","1989/7/1","Barranquilla",28.2
"2149",1990,"JUL","1990/7/1","Barranquilla",29
"2150",1991,"JUL","1991/7/1","Barranquilla",28.5
"2151",1992,"JUL","1992/7/1","Barranquilla",28.6
"2152",1993,"JUL","1993/7/1","Barranquilla",28.2
"2153",1994,"JUL","1994/7/1","Barranquilla",28.2
"2154",1995,"JUL","1995/7/1","Barranquilla",28
"2155",1996,"JUL","1996/7/1","Barranquilla",28
"2156",1997,"JUL","1997/7/1","Barranquilla",28.9
"2157",1998,"JUL","1998/7/1","Barranquilla",28.4
"2158",1999,"JUL","1999/7/1","Barranquilla",28.1
"2159",2000,"JUL","2000/7/1","Barranquilla",28.2
"2160",2001,"JUL","2001/7/1","Barranquilla",28.2
"2161",2002,"JUL","2002/7/1","Barranquilla",28.1
"2162",2003,"JUL","2003/7/1","Barranquilla",28.8
"2163",2004,"JUL","2004/7/1","Barranquilla",28
"2164",2005,"JUL","2005/7/1","Barranquilla",28.7
"2165",2006,"JUL","2006/7/1","Barranquilla",NA
"2166",2007,"JUL","2007/7/1","Barranquilla",28.6
"2167",2008,"JUL","2008/7/1","Barranquilla",28
"2168",2009,"JUL","2009/7/1","Barranquilla",28.3
"2169",2010,"JUL","2010/7/1","Barranquilla",27.8
"2170",2011,"JUL","2011/7/1","Barranquilla",27.9
"2171",2012,"JUL","2012/7/1","Barranquilla",NA
"2172",2013,"JUL","2013/7/1","Barranquilla",28.6
"2173",2014,"JUL","2014/7/1","Barranquilla",29.2
"2174",2015,"JUL","2015/7/1","Barranquilla",NA
"2175",1966,"AUG","1966/8/1","Barranquilla",28.2
"2176",1967,"AUG","1967/8/1","Barranquilla",27.8
"2177",1968,"AUG","1968/8/1","Barranquilla",28
"2178",1969,"AUG","1969/8/1","Barranquilla",27.4
"2179",1970,"AUG","1970/8/1","Barranquilla",27.4
"2180",1971,"AUG","1971/8/1","Barranquilla",NA
"2181",1972,"AUG","1972/8/1","Barranquilla",NA
"2182",1973,"AUG","1973/8/1","Barranquilla",NA
"2183",1974,"AUG","1974/8/1","Barranquilla",NA
"2184",1975,"AUG","1975/8/1","Barranquilla",NA
"2185",1976,"AUG","1976/8/1","Barranquilla",28.3
"2186",1977,"AUG","1977/8/1","Barranquilla",28.1
"2187",1978,"AUG","1978/8/1","Barranquilla",28.4
"2188",1979,"AUG","1979/8/1","Barranquilla",27.9
"2189",1980,"AUG","1980/8/1","Barranquilla",28.1
"2190",1981,"AUG","1981/8/1","Barranquilla",27.6
"2191",1982,"AUG","1982/8/1","Barranquilla",28.6
"2192",1983,"AUG","1983/8/1","Barranquilla",28.7
"2193",1984,"AUG","1984/8/1","Barranquilla",27.5
"2194",1985,"AUG","1985/8/1","Barranquilla",27.9
"2195",1986,"AUG","1986/8/1","Barranquilla",28.5
"2196",1987,"AUG","1987/8/1","Barranquilla",28.9
"2197",1988,"AUG","1988/8/1","Barranquilla",27.2
"2198",1989,"AUG","1989/8/1","Barranquilla",28.2
"2199",1990,"AUG","1990/8/1","Barranquilla",28.7
"2200",1991,"AUG","1991/8/1","Barranquilla",29
"2201",1992,"AUG","1992/8/1","Barranquilla",28
"2202",1993,"AUG","1993/8/1","Barranquilla",28.2
"2203",1994,"AUG","1994/8/1","Barranquilla",28.6
"2204",1995,"AUG","1995/8/1","Barranquilla",27.8
"2205",1996,"AUG","1996/8/1","Barranquilla",28.5
"2206",1997,"AUG","1997/8/1","Barranquilla",29.2
"2207",1998,"AUG","1998/8/1","Barranquilla",29
"2208",1999,"AUG","1999/8/1","Barranquilla",27.5
"2209",2000,"AUG","2000/8/1","Barranquilla",28.8
"2210",2001,"AUG","2001/8/1","Barranquilla",28.9
"2211",2002,"AUG","2002/8/1","Barranquilla",28.9
"2212",2003,"AUG","2003/8/1","Barranquilla",29.2
"2213",2004,"AUG","2004/8/1","Barranquilla",28.7
"2214",2005,"AUG","2005/8/1","Barranquilla",28.4
"2215",2006,"AUG","2006/8/1","Barranquilla",28.3
"2216",2007,"AUG","2007/8/1","Barranquilla",27.7
"2217",2008,"AUG","2008/8/1","Barranquilla",27.7
"2218",2009,"AUG","2009/8/1","Barranquilla",28.4
"2219",2010,"AUG","2010/8/1","Barranquilla",28
"2220",2011,"AUG","2011/8/1","Barranquilla",28.2
"2221",2012,"AUG","2012/8/1","Barranquilla",28.4
"2222",2013,"AUG","2013/8/1","Barranquilla",27.7
"2223",2014,"AUG","2014/8/1","Barranquilla",28.7
"2224",2015,"AUG","2015/8/1","Barranquilla",NA
"2225",1966,"SEP","1966/9/1","Barranquilla",27.6
"2226",1967,"SEP","1967/9/1","Barranquilla",27.3
"2227",1968,"SEP","1968/9/1","Barranquilla",27.8
"2228",1969,"SEP","1969/9/1","Barranquilla",27.8
"2229",1970,"SEP","1970/9/1","Barranquilla",26.9
"2230",1971,"SEP","1971/9/1","Barranquilla",NA
"2231",1972,"SEP","1972/9/1","Barranquilla",NA
"2232",1973,"SEP","1973/9/1","Barranquilla",NA
"2233",1974,"SEP","1974/9/1","Barranquilla",NA
"2234",1975,"SEP","1975/9/1","Barranquilla",NA
"2235",1976,"SEP","1976/9/1","Barranquilla",28.2
"2236",1977,"SEP","1977/9/1","Barranquilla",28
"2237",1978,"SEP","1978/9/1","Barranquilla",27.3
"2238",1979,"SEP","1979/9/1","Barranquilla",27.5
"2239",1980,"SEP","1980/9/1","Barranquilla",28.5
"2240",1981,"SEP","1981/9/1","Barranquilla",27.6
"2241",1982,"SEP","1982/9/1","Barranquilla",28.3
"2242",1983,"SEP","1983/9/1","Barranquilla",28.5
"2243",1984,"SEP","1984/9/1","Barranquilla",27
"2244",1985,"SEP","1985/9/1","Barranquilla",27.6
"2245",1986,"SEP","1986/9/1","Barranquilla",28.2
"2246",1987,"SEP","1987/9/1","Barranquilla",28.4
"2247",1988,"SEP","1988/9/1","Barranquilla",27.4
"2248",1989,"SEP","1989/9/1","Barranquilla",26.8
"2249",1990,"SEP","1990/9/1","Barranquilla",28.8
"2250",1991,"SEP","1991/9/1","Barranquilla",28.3
"2251",1992,"SEP","1992/9/1","Barranquilla",28.3
"2252",1993,"SEP","1993/9/1","Barranquilla",27.4
"2253",1994,"SEP","1994/9/1","Barranquilla",28.6
"2254",1995,"SEP","1995/9/1","Barranquilla",28.5
"2255",1996,"SEP","1996/9/1","Barranquilla",28.1
"2256",1997,"SEP","1997/9/1","Barranquilla",28.8
"2257",1998,"SEP","1998/9/1","Barranquilla",28
"2258",1999,"SEP","1999/9/1","Barranquilla",26.7
"2259",2000,"SEP","2000/9/1","Barranquilla",27.9
"2260",2001,"SEP","2001/9/1","Barranquilla",27.7
"2261",2002,"SEP","2002/9/1","Barranquilla",28
"2262",2003,"SEP","2003/9/1","Barranquilla",29.2
"2263",2004,"SEP","2004/9/1","Barranquilla",27.6
"2264",2005,"SEP","2005/9/1","Barranquilla",28.3
"2265",2006,"SEP","2006/9/1","Barranquilla",28.4
"2266",2007,"SEP","2007/9/1","Barranquilla",28.1
"2267",2008,"SEP","2008/9/1","Barranquilla",27.9
"2268",2009,"SEP","2009/9/1","Barranquilla",29
"2269",2010,"SEP","2010/9/1","Barranquilla",NA
"2270",2011,"SEP","2011/9/1","Barranquilla",27.9
"2271",2012,"SEP","2012/9/1","Barranquilla",28.8
"2272",2013,"SEP","2013/9/1","Barranquilla",27.7
"2273",2014,"SEP","2014/9/1","Barranquilla",27.9
"2274",2015,"SEP","2015/9/1","Barranquilla",NA
"2275",1966,"OCT","1966/10/1","Barranquilla",26.9
"2276",1967,"OCT","1967/10/1","Barranquilla",27.1
"2277",1968,"OCT","1968/10/1","Barranquilla",26.8
"2278",1969,"OCT","1969/10/1","Barranquilla",26.6
"2279",1970,"OCT","1970/10/1","Barranquilla",27
"2280",1971,"OCT","1971/10/1","Barranquilla",NA
"2281",1972,"OCT","1972/10/1","Barranquilla",NA
"2282",1973,"OCT","1973/10/1","Barranquilla",NA
"2283",1974,"OCT","1974/10/1","Barranquilla",NA
"2284",1975,"OCT","1975/10/1","Barranquilla",NA
"2285",1976,"OCT","1976/10/1","Barranquilla",27.3
"2286",1977,"OCT","1977/10/1","Barranquilla",28.1
"2287",1978,"OCT","1978/10/1","Barranquilla",27.3
"2288",1979,"OCT","1979/10/1","Barranquilla",28.2
"2289",1980,"OCT","1980/10/1","Barranquilla",27.5
"2290",1981,"OCT","1981/10/1","Barranquilla",27.2
"2291",1982,"OCT","1982/10/1","Barranquilla",27.1
"2292",1983,"OCT","1983/10/1","Barranquilla",27.4
"2293",1984,"OCT","1984/10/1","Barranquilla",27.1
"2294",1985,"OCT","1985/10/1","Barranquilla",27.1
"2295",1986,"OCT","1986/10/1","Barranquilla",27.4
"2296",1987,"OCT","1987/10/1","Barranquilla",27.3
"2297",1988,"OCT","1988/10/1","Barranquilla",27.3
"2298",1989,"OCT","1989/10/1","Barranquilla",27.7
"2299",1990,"OCT","1990/10/1","Barranquilla",27.3
"2300",1991,"OCT","1991/10/1","Barranquilla",27.8
"2301",1992,"OCT","1992/10/1","Barranquilla",28
"2302",1993,"OCT","1993/10/1","Barranquilla",28.4
"2303",1994,"OCT","1994/10/1","Barranquilla",27.7
"2304",1995,"OCT","1995/10/1","Barranquilla",27.4
"2305",1996,"OCT","1996/10/1","Barranquilla",27.5
"2306",1997,"OCT","1997/10/1","Barranquilla",28.2
"2307",1998,"OCT","1998/10/1","Barranquilla",27.7
"2308",1999,"OCT","1999/10/1","Barranquilla",26.6
"2309",2000,"OCT","2000/10/1","Barranquilla",28.3
"2310",2001,"OCT","2001/10/1","Barranquilla",27.7
"2311",2002,"OCT","2002/10/1","Barranquilla",28.7
"2312",2003,"OCT","2003/10/1","Barranquilla",NA
"2313",2004,"OCT","2004/10/1","Barranquilla",NA
"2314",2005,"OCT","2005/10/1","Barranquilla",27
"2315",2006,"OCT","2006/10/1","Barranquilla",28
"2316",2007,"OCT","2007/10/1","Barranquilla",26.8
"2317",2008,"OCT","2008/10/1","Barranquilla",27.5
"2318",2009,"OCT","2009/10/1","Barranquilla",28.1
"2319",2010,"OCT","2010/10/1","Barranquilla",27.7
"2320",2011,"OCT","2011/10/1","Barranquilla",26.5
"2321",2012,"OCT","2012/10/1","Barranquilla",27.8
"2322",2013,"OCT","2013/10/1","Barranquilla",27.9
"2323",2014,"OCT","2014/10/1","Barranquilla",27.8
"2324",2015,"OCT","2015/10/1","Barranquilla",NA
"2325",1966,"NOV","1966/11/1","Barranquilla",27
"2326",1967,"NOV","1967/11/1","Barranquilla",27.1
"2327",1968,"NOV","1968/11/1","Barranquilla",27.4
"2328",1969,"NOV","1969/11/1","Barranquilla",27
"2329",1970,"NOV","1970/11/1","Barranquilla",26.7
"2330",1971,"NOV","1971/11/1","Barranquilla",NA
"2331",1972,"NOV","1972/11/1","Barranquilla",NA
"2332",1973,"NOV","1973/11/1","Barranquilla",NA
"2333",1974,"NOV","1974/11/1","Barranquilla",NA
"2334",1975,"NOV","1975/11/1","Barranquilla",26.6
"2335",1976,"NOV","1976/11/1","Barranquilla",28
"2336",1977,"NOV","1977/11/1","Barranquilla",28.1
"2337",1978,"NOV","1978/11/1","Barranquilla",28
"2338",1979,"NOV","1979/11/1","Barranquilla",27.9
"2339",1980,"NOV","1980/11/1","Barranquilla",27.5
"2340",1981,"NOV","1981/11/1","Barranquilla",27.7
"2341",1982,"NOV","1982/11/1","Barranquilla",27.7
"2342",1983,"NOV","1983/11/1","Barranquilla",28
"2343",1984,"NOV","1984/11/1","Barranquilla",26.6
"2344",1985,"NOV","1985/11/1","Barranquilla",27.4
"2345",1986,"NOV","1986/11/1","Barranquilla",27.8
"2346",1987,"NOV","1987/11/1","Barranquilla",28.5
"2347",1988,"NOV","1988/11/1","Barranquilla",27.3
"2348",1989,"NOV","1989/11/1","Barranquilla",27.3
"2349",1990,"NOV","1990/11/1","Barranquilla",28
"2350",1991,"NOV","1991/11/1","Barranquilla",28
"2351",1992,"NOV","1992/11/1","Barranquilla",28.1
"2352",1993,"NOV","1993/11/1","Barranquilla",27.7
"2353",1994,"NOV","1994/11/1","Barranquilla",27.6
"2354",1995,"NOV","1995/11/1","Barranquilla",28.4
"2355",1996,"NOV","1996/11/1","Barranquilla",27.1
"2356",1997,"NOV","1997/11/1","Barranquilla",28
"2357",1998,"NOV","1998/11/1","Barranquilla",27.6
"2358",1999,"NOV","1999/11/1","Barranquilla",26.8
"2359",2000,"NOV","2000/11/1","Barranquilla",27.6
"2360",2001,"NOV","2001/11/1","Barranquilla",27.7
"2361",2002,"NOV","2002/11/1","Barranquilla",28.8
"2362",2003,"NOV","2003/11/1","Barranquilla",28.4
"2363",2004,"NOV","2004/11/1","Barranquilla",27.4
"2364",2005,"NOV","2005/11/1","Barranquilla",27.3
"2365",2006,"NOV","2006/11/1","Barranquilla",27.6
"2366",2007,"NOV","2007/11/1","Barranquilla",28.2
"2367",2008,"NOV","2008/11/1","Barranquilla",27.2
"2368",2009,"NOV","2009/11/1","Barranquilla",28.7
"2369",2010,"NOV","2010/11/1","Barranquilla",26.8
"2370",2011,"NOV","2011/11/1","Barranquilla",27
"2371",2012,"NOV","2012/11/1","Barranquilla",28.4
"2372",2013,"NOV","2013/11/1","Barranquilla",27.6
"2373",2014,"NOV","2014/11/1","Barranquilla",27.9
"2374",2015,"NOV","2015/11/1","Barranquilla",NA
"2375",1966,"DEC","1966/12/1","Barranquilla",26.6
"2376",1967,"DEC","1967/12/1","Barranquilla",26.8
"2377",1968,"DEC","1968/12/1","Barranquilla",27
"2378",1969,"DEC","1969/12/1","Barranquilla",27.8
"2379",1970,"DEC","1970/12/1","Barranquilla",27
"2380",1971,"DEC","1971/12/1","Barranquilla",NA
"2381",1972,"DEC","1972/12/1","Barranquilla",NA
"2382",1973,"DEC","1973/12/1","Barranquilla",NA
"2383",1974,"DEC","1974/12/1","Barranquilla",NA
"2384",1975,"DEC","1975/12/1","Barranquilla",26.2
"2385",1976,"DEC","1976/12/1","Barranquilla",27.1
"2386",1977,"DEC","1977/12/1","Barranquilla",27.5
"2387",1978,"DEC","1978/12/1","Barranquilla",26.9
"2388",1979,"DEC","1979/12/1","Barranquilla",27.5
"2389",1980,"DEC","1980/12/1","Barranquilla",27.3
"2390",1981,"DEC","1981/12/1","Barranquilla",27.6
"2391",1982,"DEC","1982/12/1","Barranquilla",27.1
"2392",1983,"DEC","1983/12/1","Barranquilla",27.3
"2393",1984,"DEC","1984/12/1","Barranquilla",26.5
"2394",1985,"DEC","1985/12/1","Barranquilla",26.3
"2395",1986,"DEC","1986/12/1","Barranquilla",26.9
"2396",1987,"DEC","1987/12/1","Barranquilla",27.9
"2397",1988,"DEC","1988/12/1","Barranquilla",26.7
"2398",1989,"DEC","1989/12/1","Barranquilla",26.7
"2399",1990,"DEC","1990/12/1","Barranquilla",27
"2400",1991,"DEC","1991/12/1","Barranquilla",26.8
"2401",1992,"DEC","1992/12/1","Barranquilla",27.7
"2402",1993,"DEC","1993/12/1","Barranquilla",27.8
"2403",1994,"DEC","1994/12/1","Barranquilla",27.5
"2404",1995,"DEC","1995/12/1","Barranquilla",27.9
"2405",1996,"DEC","1996/12/1","Barranquilla",27.3
"2406",1997,"DEC","1997/12/1","Barranquilla",28.1
"2407",1998,"DEC","1998/12/1","Barranquilla",27.2
"2408",1999,"DEC","1999/12/1","Barranquilla",27.1
"2409",2000,"DEC","2000/12/1","Barranquilla",27.2
"2410",2001,"DEC","2001/12/1","Barranquilla",28.3
"2411",2002,"DEC","2002/12/1","Barranquilla",28.5
"2412",2003,"DEC","2003/12/1","Barranquilla",27.7
"2413",2004,"DEC","2004/12/1","Barranquilla",27.5
"2414",2005,"DEC","2005/12/1","Barranquilla",27.5
"2415",2006,"DEC","2006/12/1","Barranquilla",27.8
"2416",2007,"DEC","2007/12/1","Barranquilla",27.7
"2417",2008,"DEC","2008/12/1","Barranquilla",27.7
"2418",2009,"DEC","2009/12/1","Barranquilla",28.4
"2419",2010,"DEC","2010/12/1","Barranquilla",26.9
"2420",2011,"DEC","2011/12/1","Barranquilla",27.3
"2421",2012,"DEC","2012/12/1","Barranquilla",27.8
"2422",2013,"DEC","2013/12/1","Barranquilla",27.6
"2423",2014,"DEC","2014/12/1","Barranquilla",27.8
"2424",2015,"DEC","2015/12/1","Barranquilla",NA
"2425",1973,"JAN","1973/1/1","Ipiales",10.7
"2426",1974,"JAN","1974/1/1","Ipiales",NA
"2427",1975,"JAN","1975/1/1","Ipiales",NA
"2428",1976,"JAN","1976/1/1","Ipiales",9.7
"2429",1977,"JAN","1977/1/1","Ipiales",10.9
"2430",1978,"JAN","1978/1/1","Ipiales",10.7
"2431",1979,"JAN","1979/1/1","Ipiales",NA
"2432",1980,"JAN","1980/1/1","Ipiales",NA
"2433",1981,"JAN","1981/1/1","Ipiales",NA
"2434",1982,"JAN","1982/1/1","Ipiales",11.1
"2435",1983,"JAN","1983/1/1","Ipiales",12.1
"2436",1984,"JAN","1984/1/1","Ipiales",10.1
"2437",1985,"JAN","1985/1/1","Ipiales",11
"2438",1986,"JAN","1986/1/1","Ipiales",11
"2439",1987,"JAN","1987/1/1","Ipiales",11
"2440",1988,"JAN","1988/1/1","Ipiales",11.9
"2441",1989,"JAN","1989/1/1","Ipiales",10.7
"2442",1990,"JAN","1990/1/1","Ipiales",11.3
"2443",1991,"JAN","1991/1/1","Ipiales",11.6
"2444",1992,"JAN","1992/1/1","Ipiales",11.1
"2445",1993,"JAN","1993/1/1","Ipiales",11.1
"2446",1994,"JAN","1994/1/1","Ipiales",11
"2447",1995,"JAN","1995/1/1","Ipiales",11
"2448",1996,"JAN","1996/1/1","Ipiales",10.9
"2449",1997,"JAN","1997/1/1","Ipiales",11.2
"2450",1998,"JAN","1998/1/1","Ipiales",11.9
"2451",1999,"JAN","1999/1/1","Ipiales",11.3
"2452",2000,"JAN","2000/1/1","Ipiales",11
"2453",2001,"JAN","2001/1/1","Ipiales",10.1
"2454",2002,"JAN","2002/1/1","Ipiales",11.5
"2455",2003,"JAN","2003/1/1","Ipiales",11.5
"2456",2004,"JAN","2004/1/1","Ipiales",11.9
"2457",2005,"JAN","2005/1/1","Ipiales",11.6
"2458",2006,"JAN","2006/1/1","Ipiales",11.6
"2459",2007,"JAN","2007/1/1","Ipiales",11.7
"2460",2008,"JAN","2008/1/1","Ipiales",11.4
"2461",2009,"JAN","2009/1/1","Ipiales",11.6
"2462",2010,"JAN","2010/1/1","Ipiales",11.4
"2463",2011,"JAN","2011/1/1","Ipiales",11.4
"2464",2012,"JAN","2012/1/1","Ipiales",11.7
"2465",2013,"JAN","2013/1/1","Ipiales",11.6
"2466",2014,"JAN","2014/1/1","Ipiales",11.8
"2467",2015,"JAN","2015/1/1","Ipiales",11.2
"2468",1973,"FEB","1973/2/1","Ipiales",11
"2469",1974,"FEB","1974/2/1","Ipiales",NA
"2470",1975,"FEB","1975/2/1","Ipiales",10.4
"2471",1976,"FEB","1976/2/1","Ipiales",10.3
"2472",1977,"FEB","1977/2/1","Ipiales",NA
"2473",1978,"FEB","1978/2/1","Ipiales",11.8
"2474",1979,"FEB","1979/2/1","Ipiales",NA
"2475",1980,"FEB","1980/2/1","Ipiales",NA
"2476",1981,"FEB","1981/2/1","Ipiales",NA
"2477",1982,"FEB","1982/2/1","Ipiales",11
"2478",1983,"FEB","1983/2/1","Ipiales",11.5
